node1ID node2ID branchID x1 y1 z1 x2 y2 z2 radius time age type organ parent_node_id 
7004 7005 2407 -0.3263 7.0313 -10.4181 0.0374 6.7686 -10.6387 0.0094 53.7204 23.6416 2 2 2407  
2944 2950 1157 -1.6435 -4.4867 -50.9293 -1.5151 -4.1441 -50.5886 0.0086 53.7261 14.4738 2 2 1157  
6707 6708 2310 -7.9116 -6.0811 -15.6271 -8.4478 -6.7762 -16.1059 0.0098 53.7342 21.0321 3 2 2310  
6691 6692 2305 -6.7925 -3.3852 -8.1300 -7.1093 -3.0336 -8.2913 0.0085 53.7406 25.1425 2 2 2305  
3392 3393 1284 3.7722 -13.4989 -23.5293 3.8076 -13.3489 -24.0049 0.0092 53.7436 26.3816 2 2 1284  
4162 4170 1514 -7.0938 5.6098 -26.1209 -6.8715 5.7814 -26.5346 0.0095 53.7451 14.0000 2 2 1514  
6463 6599 2276 3.4102 -5.7406 -33.6415 2.9605 -5.5350 -33.7157 0.0090 53.7464 13.8124 2 2 2276  
7560 7662 2633 3.1156 1.8305 -26.9598 2.8800 2.2484 -27.1007 0.0085 53.7485 14.8010 2 2 2633  
2906 2907 1142 -6.1872 -4.7207 -39.2087 -6.7662 -4.6187 -40.0176 0.0110 53.7656 29.8325 3 2 1142  
5486 5658 1973 2.3747 9.3608 -49.5157 2.1186 9.7330 -49.7298 0.0095 53.7709 13.4884 2 2 1973  
7001 7002 2406 -0.9640 6.7037 -8.9392 -1.4275 6.8910 -8.9492 0.0093 53.7818 24.2804 2 2 2406  
9006 9007 49 -1.9598 -3.3480 -3.4567 -2.5623 -4.4698 -4.2635 0.0526 53.7880 11.4000 5 2 49  
7980 7981 37 9.3008 -2.2331 -35.5463 9.2502 -2.2107 -37.0365 0.0604 53.8149 24.2000 5 2 37  
1086 1087 616 0.1015 11.6447 -44.2011 0.5998 11.6774 -44.2257 0.0097 53.8172 23.1341 2 2 616  
490 491 448 -1.1882 -0.5335 -60.2015 -0.7362 -0.7412 -60.1507 0.0089 53.8234 22.8643 2 2 448  
2070 2071 902 -9.2191 10.4640 -50.5270 -9.0700 10.9329 -50.6160 0.0096 53.8234 24.5797 2 2 902  
1355 1356 691 2.7118 -8.7490 -37.0129 2.9886 -8.4508 -37.3036 0.0090 53.8261 24.2829 2 2 691  
5617 5618 1958 2.6181 8.2259 -33.2516 2.1564 8.0641 -33.3546 0.0083 53.8327 22.6454 2 2 1958  
9051 9052 50 0.0000 0.0000 -1.0000 -0.0884 0.0068 -1.0462 0.0516 53.8351 9.2000 5 2 50  
3150 3151 1214 -6.3454 9.0773 -26.4916 -6.3153 8.2265 -27.0162 0.0111 53.8367 33.5976 3 2 1214  
102 526 461 -1.9785 0.0661 -70.7515 -2.1552 0.5093 -70.9008 0.0091 53.8370 13.3732 2 2 461  
7449 7450 2560 3.2541 2.8172 -7.2919 2.9600 3.2048 -7.4072 0.0089 53.8416 22.7365 2 2 2560  
5557 5558 1937 -1.1706 7.3588 -13.6674 -2.1340 7.4508 -13.9190 0.0088 53.8573 32.3247 3 2 1937  
4832 4833 1708 -4.8775 -3.1507 -3.4618 -5.2030 -3.1309 -3.8408 0.0103 53.8641 24.0572 2 2 1708  
7402 7403 33 6.8072 1.4859 -42.6283 6.7288 1.3947 -44.1318 0.0576 53.8753 27.9000 5 2 33  
1177 1422 715 3.5988 -9.7699 -64.9750 3.8738 -9.4144 -65.1941 0.0083 53.8811 13.5177 2 2 715  
5815 5816 2020 -3.2413 -7.2247 -24.7539 -2.9244 -7.5286 -24.9931 0.0085 53.8847 25.5974 2 2 2020  
4823 4835 1709 -6.0193 -4.2691 -2.4162 -6.4643 -4.2748 -2.6442 0.0088 53.8880 14.1147 2 2 1709  
1184 1185 6 3.7523 -9.6260 -75.3442 3.6580 -9.4859 -76.8726 0.0543 53.8889 53.5000 5 2 6  
6121 6122 25 0.4683 9.7394 -61.8739 0.3659 9.7195 -63.4009 0.0422 53.9058 37.0000 5 2 25  
2006 2007 879 -5.8431 7.5189 -28.6508 -4.9443 7.0840 -28.5965 0.0094 53.9081 37.3861 3 2 879  
5605 5606 1954 3.5947 8.1375 -27.3505 4.0484 7.9735 -27.4818 0.0087 53.9091 25.5865 2 2 1954  
7729 7730 35 -2.5208 1.6850 -36.1849 -2.4959 1.7541 -37.7011 0.0633 53.9109 25.2000 5 2 35  
5988 5989 2074 -1.4382 -10.9931 -13.8782 -1.9131 -11.7771 -13.4784 0.0113 53.9125 26.9040 3 2 2074  
3674 3675 1372 5.3222 -3.1156 -42.2136 6.2624 -3.1450 -42.5529 0.0119 53.9220 17.6352 3 2 1372  
5494 5495 22 2.3415 10.2186 -61.4648 2.1841 10.1905 -62.9420 0.0387 53.9325 40.2000 5 2 22  
7018 7019 2412 -1.0506 8.7279 -13.0372 -1.4439 8.5687 -13.3017 0.0079 53.9370 22.3394 2 2 2412  
2354 2355 985 -9.2405 -4.3249 -57.0695 -9.3223 -3.8599 -57.2341 0.0086 53.9397 23.5696 2 2 985  
7568 7682 2643 3.8453 2.5345 -38.9087 3.8154 2.4402 -38.9231 0.0101 53.9528 9.4316 3 2 2643  
5169 5170 1816 7.9773 11.1593 -34.5514 8.3297 10.8546 -34.7330 0.0083 53.9537 21.5337 2 2 1816  
8345 8346 40 -6.1214 6.8198 -27.2552 -6.0605 6.7801 -28.7498 0.0434 53.9578 21.0000 5 2 40  
2325 2326 974 -8.9349 -5.0281 -48.2674 -9.1187 -4.5819 -48.3982 0.0095 53.9584 21.7021 2 2 974  
8852 8853 46 -6.6844 4.2721 -13.4478 -6.9797 4.3384 -14.9225 0.0794 53.9647 14.6000 5 2 46  
2049 2058 896 -8.7329 8.0059 -45.3868 -9.0126 7.9637 -45.7991 0.0084 53.9689 13.2886 2 2 896  
2351 2352 984 -9.2937 -4.4487 -55.5597 -9.6105 -4.0678 -55.6271 0.0086 53.9744 24.4934 2 2 984  
6262 6263 2164 1.5708 9.2373 -48.4428 1.7307 10.2027 -48.6490 0.0111 53.9839 13.7474 3 2 2164  
1207 1208 645 5.7199 -3.8036 -4.2776 6.7047 -3.8175 -4.4505 0.0113 53.9976 49.0177 3 2 645  
8779 8780 45 0.1396 -8.9804 -12.4958 0.2080 -9.4097 -13.9423 0.0479 54.0051 15.1000 5 2 45  
2455 2681 1082 -7.7926 0.4471 -61.9770 -7.5658 0.0466 -62.1724 0.0097 54.0055 13.0980 2 2 1082  
6784 6890 2368 0.5997 -6.1974 -38.6594 0.8139 -5.7786 -38.8288 0.0086 54.0096 13.5669 2 2 2368  
8848 8882 3102 -4.6758 3.5161 -7.8378 -4.7626 3.5642 -7.8258 0.0106 54.0130 9.3883 3 2 3102  
8972 8973 48 -2.9690 -1.5526 -3.9495 -3.5998 -2.1764 -5.1508 0.0371 54.0220 11.9000 5 2 48  
8613 8655 3005 2.0277 -1.7738 -6.3901 2.3188 -2.1800 -6.4080 0.0077 54.0234 13.2163 2 2 3005  
4315 4468 1611 -6.5912 -4.2354 -46.7729 -6.6399 -3.7576 -46.9118 0.0087 54.0246 13.4833 2 2 1611  
7572 7573 34 4.5228 2.7323 -44.8648 4.5406 2.8812 -46.3707 0.0586 54.0260 27.4000 5 2 34  
8239 8240 39 -2.6373 -3.9882 -30.8334 -2.6134 -3.8078 -32.3327 0.0603 54.0288 21.5000 5 2 39  
2876 2884 1135 -5.5677 -4.2188 -32.4719 -5.7825 -4.0686 -32.0462 0.0087 54.0307 14.2446 2 2 1135  
8442 8443 41 -13.3267 3.3193 -16.6136 -14.1680 3.5489 -17.8076 0.0510 54.0391 18.8000 5 2 41  
7274 7275 2500 4.5876 -2.0852 -1.3112 5.5429 -1.9690 -1.0391 0.0113 54.0406 24.6341 3 2 2500  
2752 2753 11 -1.6930 -4.7658 -71.8391 -1.8715 -4.6116 -73.2736 0.0505 54.0442 50.8000 5 2 11  
7440 7441 2557 1.2837 1.0361 -3.8645 1.0301 0.8977 -4.2725 0.0089 54.0470 24.4274 2 2 2557  
1501 1776 819 3.1920 -7.4779 -76.0015 2.9339 -7.0603 -76.0962 0.0087 54.0498 13.3801 2 2 819  
1319 1330 683 3.5077 -5.4941 -29.8192 3.9922 -5.3815 -29.7688 0.0084 54.0659 13.4692 2 2 683  
7616 7617 2616 3.5460 1.3847 -10.5331 4.0046 1.1873 -10.5074 0.0093 54.0665 21.3643 2 2 2616  
4791 4983 1762 -5.8313 -4.1841 -59.4797 -6.2835 -4.3480 -59.6164 0.0088 54.0685 13.6628 2 2 1762  
4057 4058 16 -5.5109 3.1500 -62.8802 -5.5361 3.0972 -64.3831 0.0572 54.0935 46.6000 5 2 16  
3953 3954 1451 -5.3985 -0.6490 -47.6744 -5.8175 -0.5107 -47.9096 0.0085 54.0941 22.6882 2 2 1451  
7295 7301 2509 5.7097 -7.1384 -6.3627 6.2071 -7.1862 -6.3463 0.0085 54.0952 13.7788 2 2 2509  
6331 6332 26 2.7775 1.8939 -42.8592 2.8563 1.9806 -44.3889 0.0428 54.1067 34.8000 5 2 26  
8518 8519 42 -7.0166 0.5769 -24.6481 -7.0547 0.7245 -26.1253 0.0624 54.1096 18.3000 5 2 42  
3588 3589 1342 7.8255 -6.0425 -15.6469 8.7683 -6.3619 -15.7430 0.0111 54.1131 35.8602 3 2 1342  
7393 7507 2581 6.7437 2.5099 -29.1980 6.5994 2.9362 -29.4159 0.0084 54.1153 13.2046 2 2 2581  
4545 4546 18 -8.6098 -15.7549 -76.0997 -8.3977 -15.6578 -77.5375 0.0445 54.1161 43.9000 5 2 18  
6650 6732 2320 -6.8850 -5.8040 -27.0049 -6.4206 -5.9195 -27.1499 0.0090 54.1263 13.9491 2 2 2320  
484 485 446 -1.6467 -0.6009 -58.4351 -1.5833 -1.0854 -58.5412 0.0086 54.1267 24.4831 2 2 446  
7252 7253 32 14.3495 -15.2025 -33.6667 14.4311 -15.3201 -35.1499 0.0595 54.1270 28.4000 5 2 32  
5269 5423 1898 2.0039 13.4489 -44.4690 2.3427 13.7899 -44.6066 0.0087 54.1468 13.2097 2 2 1898  
1849 1850 8 -8.7317 10.0167 -75.5562 -8.8423 9.9559 -77.0458 0.0569 54.1477 54.0000 5 2 8  
1031 1032 596 -4.1015 10.5268 -33.8397 -4.8354 10.0232 -34.2956 0.0119 54.1574 31.1013 3 2 596  
6374 6375 2201 5.9251 3.3917 -15.4920 6.7290 3.7195 -15.9884 0.0109 54.1614 23.5337 3 2 2201  
6831 6832 2348 1.6809 -5.5357 -11.9690 1.9958 -5.8929 -12.1214 0.0082 54.1674 24.9946 2 2 2348  
3958 3959 1452 -3.4953 -2.3616 -49.6265 -2.8356 -3.0945 -49.7929 0.0103 54.1780 21.8284 3 2 1452  
8918 8919 47 6.4713 -2.5293 -6.8896 7.4235 -2.6505 -8.0544 0.0449 54.1833 12.4000 5 2 47  
2932 2933 1152 -2.3969 -4.5764 -45.0059 -2.6368 -4.1467 -45.0940 0.0084 54.1854 24.5574 2 2 1152  
1842 2111 917 -8.4391 9.1064 -65.1892 -8.7987 9.4298 -65.3160 0.0091 54.1887 13.5727 2 2 917  
1931 1932 855 -11.0996 4.7859 -13.5869 -11.6709 4.2207 -14.1821 0.0110 54.1975 45.6441 3 2 855  
6472 6473 27 4.1982 -6.5062 -47.0928 4.2546 -6.4682 -48.5905 0.0597 54.1981 34.3000 5 2 27  
6892 6893 2369 0.6743 -6.1029 -40.1606 0.6588 -5.1640 -40.5043 0.0109 54.1995 12.8650 3 2 2369  
1500 1774 818 3.1296 -7.6668 -74.5034 2.7222 -7.9279 -74.6294 0.0091 54.1996 14.4508 2 2 818  
7746 7747 2663 -0.6902 1.2861 -2.0795 -0.9151 1.6912 -1.8913 0.0082 54.2059 22.0778 2 2 2663  
117 118 1 -1.7317 0.7142 -80.1292 -1.7000 0.7674 -81.1273 0.0255 54.2181 63.0000 1 2 1  
1381 1382 700 0.6142 -11.4750 -48.5722 -0.0426 -12.0481 -49.0623 0.0105 54.2197 26.0633 3 2 700  
118 119 1 -1.7000 0.7674 -81.1273 -1.6996 0.7675 -81.1323 0.0255 54.2234 63.0000 1 2 1  
8506 8554 2962 -4.5425 -0.0373 -7.0164 -4.8530 0.3538 -6.9908 0.0094 54.2274 13.6131 2 2 2962  
5046 5209 1831 7.0441 11.7207 -49.2490 7.3507 11.3503 -49.3861 0.0086 54.2324 13.0553 2 2 1831  
665 676 509 -6.1268 -1.7984 -14.3705 -6.6073 -1.8253 -14.2348 0.0092 54.2356 13.4386 2 2 509  
6700 6701 2308 -7.8608 -4.9652 -12.2262 -8.3523 -5.0442 -12.1792 0.0081 54.2444 22.6729 2 2 2308  
7128 7129 31 6.4404 6.2217 -35.6888 6.4648 6.1992 -37.1526 0.0553 54.2569 30.6000 5 2 31  
6560 6561 2261 4.7555 -5.9149 -17.4491 4.3449 -5.6503 -17.5561 0.0088 54.2604 22.5907 2 2 2261  
2607 2608 1056 -6.7338 5.3014 -36.7450 -6.5494 6.0955 -37.3241 0.0109 54.2720 32.4516 3 2 1056  
3046 3047 12 -4.6467 13.3620 -67.9826 -4.5918 13.2290 -69.4709 0.0330 54.2744 50.3000 5 2 12  
1424 1425 716 3.5645 -9.5776 -66.4895 2.7934 -9.0470 -66.8414 0.0102 54.2795 12.3351 3 2 716  
8122 8123 38 4.1306 -7.7233 -30.9473 4.2755 -7.7095 -32.4198 0.0408 54.2825 22.0000 5 2 38  
5054 5055 20 6.5751 12.0073 -61.1528 6.6332 11.9823 -62.6454 0.0578 54.2914 41.2000 5 2 20  
5390 5391 1886 2.0154 11.4145 -29.7974 1.6433 11.1228 -29.9602 0.0098 54.2925 22.1613 2 2 1886  
5775 5783 2008 -1.9102 -2.1378 -9.7061 -1.5605 -1.8590 -9.4825 0.0100 54.2968 12.9627 2 2 2008  
5731 5732 23 -1.9735 -7.3849 -61.7647 -2.0222 -7.3134 -63.2805 0.0471 54.2996 38.0000 5 2 23  
8708 8709 44 -3.9043 1.3643 -16.8735 -3.9332 1.3631 -18.4104 0.0441 54.2998 15.6000 5 2 44  
5937 6060 2101 -1.7213 -10.7341 -46.2676 -1.8172 -10.7162 -46.2895 0.0103 54.3074 9.1412 3 2 2101  
8432 8468 2931 -3.7298 1.8815 -5.3066 -4.1945 1.8583 -5.1234 0.0084 54.3089 13.4958 2 2 2931  
4213 4214 1530 -6.5180 3.6261 -37.6676 -6.0707 3.4155 -37.7422 0.0095 54.3092 23.0299 2 2 1530  
6521 6530 2249 3.7320 -6.9574 -8.0746 3.8918 -6.9355 -8.5479 0.0074 54.3124 12.9078 2 2 2249  
7120 7200 2479 6.5224 6.4829 -23.6152 6.1549 6.2637 -23.8739 0.0082 54.3174 13.1670 2 2 2479  
4219 4224 1533 -6.9429 3.8158 -40.6557 -6.7182 4.1326 -40.3408 0.0087 54.3212 12.4988 2 2 1533  
6685 6686 2303 -5.0214 -3.0202 -5.4808 -4.7454 -3.4371 -5.4765 0.0087 54.3253 26.7250 2 2 2303  
4148 4149 1507 -2.3717 4.1964 -25.8219 -1.4720 4.3206 -26.2403 0.0120 54.3352 30.9167 3 2 1507  
9051 9089 51 0.0000 0.0000 -1.0000 -0.0682 -0.0092 -1.0725 0.0551 54.3359 8.7000 5 2 51  
2462 2463 10 -8.2807 -0.1263 -72.4342 -8.3221 -0.2140 -73.9031 0.0543 54.3360 53.0000 5 2 10  
2745 2971 1166 -1.7998 -5.0796 -61.3749 -1.5898 -4.6886 -61.6051 0.0090 54.3361 13.2463 2 2 1166  
7562 7667 2635 3.2614 1.9545 -29.9646 3.7543 2.0281 -29.9249 0.0085 54.3374 13.5058 2 2 2635  
9007 9008 49 -2.5623 -4.4698 -4.2635 -3.1834 -5.4265 -5.2355 0.0526 54.3383 11.4000 5 2 49  
2339 2340 979 -7.4176 -1.9517 -53.1011 -7.0365 -1.0598 -53.3446 0.0094 54.3394 26.2620 3 2 979  
830 831 551 3.2739 -0.0160 -21.8944 4.1768 -0.2877 -22.2274 0.0108 54.3412 15.2247 3 2 551  
7243 7341 2525 12.7999 -14.7706 -20.3901 12.7752 -14.3155 -20.5957 0.0082 54.3436 13.1814 2 2 2525  
8624 8625 43 1.9299 -2.4366 -22.7541 1.8748 -2.4582 -24.2811 0.0515 54.3469 17.8000 5 2 43  
1035 1036 597 -1.5716 11.4936 -32.7267 -1.3641 11.1001 -32.9550 0.0083 54.3615 23.3169 2 2 597  
9052 9053 50 -0.0884 0.0068 -1.0462 -1.4132 0.1125 -1.7409 0.0516 54.3646 9.2000 5 2 50  
3038 3234 1243 -4.7838 13.9149 -56.0509 -4.3683 13.7608 -56.2825 0.0094 54.3660 14.0728 2 2 1243  
2321 2322 973 -11.5351 -5.7435 -49.1333 -12.3937 -5.9757 -49.5902 0.0119 54.3696 28.7800 3 2 973  
5818 5819 2021 -3.9594 -6.7413 -26.2156 -4.2350 -6.3553 -26.3741 0.0087 54.3735 24.9241 2 2 2021  
1752 1758 810 3.1784 -7.8078 -70.0640 3.1950 -8.2937 -70.1808 0.0085 54.3763 12.4638 2 2 810  
6507 6508 2242 0.7632 -6.2691 -3.8368 0.2088 -6.9274 -3.3276 0.0112 54.3785 28.9100 3 2 2242  
6794 6795 29 0.6096 -5.2727 -53.5563 0.6230 -5.1532 -55.0715 0.0572 54.3812 31.6000 5 2 29  
6659 6660 28 -7.5339 -6.4197 -40.3161 -7.5566 -6.2642 -41.7975 0.0650 54.3814 33.8000 5 2 28  
8335 8388 2899 -5.9637 6.4684 -12.2983 -6.1259 6.0441 -12.5073 0.0102 54.3860 13.1482 2 2 2899  
4167 4168 1513 -6.6062 3.9052 -25.3322 -6.9651 3.9545 -24.9876 0.0092 54.3870 23.6139 2 2 1513  
6694 6695 2306 -7.0653 -3.7100 -9.6704 -7.2853 -3.3382 -9.9222 0.0086 54.3902 24.3165 2 2 2306  
6822 6823 2345 1.7172 -3.5976 -7.8439 2.1395 -3.8574 -7.9087 0.0080 54.3961 26.6801 2 2 2345  
912 913 558 3.4192 1.9345 -2.5176 3.5206 1.7620 -2.9758 0.0103 54.4064 23.6800 2 2 558  
1766 1767 814 3.6624 -8.5776 -73.4981 4.0653 -9.3983 -73.9032 0.0130 54.4166 15.4855 3 2 814  
7310 7315 2515 7.7705 -9.8306 -9.2743 7.4402 -9.9251 -9.6376 0.0087 54.4172 13.7936 2 2 2515  
5277 5278 21 1.8581 13.3280 -56.4074 2.0118 13.2987 -57.8983 0.0483 54.4179 40.7000 5 2 21  
880 1115 627 -0.1156 11.6628 -57.6818 0.2954 11.4076 -57.8079 0.0082 54.4181 12.9474 2 2 627  
1730 1736 801 3.8970 -7.8107 -64.1263 3.7434 -8.1762 -64.4308 0.0091 54.4208 13.9728 2 2 801  
8229 8288 2861 -4.6992 -3.2554 -16.1278 -4.2157 -3.3338 -16.2283 0.0082 54.4224 13.0898 2 2 2861  
7860 7861 36 -3.0572 1.6443 -34.1147 -3.0399 1.6898 -35.6173 0.0463 54.4252 24.7000 5 2 36  
3039 3236 1244 -4.9206 13.9017 -57.5280 -4.6667 14.3138 -57.6535 0.0097 54.4398 12.9678 2 2 1244  
4922 4923 1739 -5.5534 -4.9068 -38.6653 -5.2946 -4.4871 -38.7482 0.0085 54.4409 24.7448 2 2 1739  
3302 3303 13 4.8754 -13.4137 -64.7255 4.9471 -13.4365 -66.2399 0.0340 54.4481 49.8000 5 2 13  
6464 6601 2277 3.4430 -5.8258 -35.1601 3.8109 -6.1520 -35.2506 0.0091 54.4644 12.9437 2 2 2277  
5623 5628 1961 3.1497 8.5167 -36.1480 3.4091 8.6273 -35.7351 0.0092 54.4684 12.4740 2 2 1961  
7970 8055 2776 8.8698 -2.2624 -20.7438 9.1783 -1.9042 -20.9066 0.0075 54.4850 13.4561 2 2 2776  
5941 5942 24 -1.7980 -10.6805 -52.2462 -1.6625 -10.4335 -53.7460 0.0422 54.4919 37.5000 5 2 24  
7981 7982 37 9.2502 -2.2107 -37.0365 9.2626 -2.1563 -38.5406 0.0604 54.4941 24.2000 5 2 37  
8853 8854 46 -6.9797 4.3384 -14.9225 -7.2040 4.3711 -16.3932 0.0794 54.4958 14.6000 5 2 46  
6968 6969 30 -1.4171 12.5490 -44.8590 -1.4535 12.5765 -46.3600 0.0409 54.4997 31.1000 5 2 30  
7797 7798 2682 -2.9585 1.7774 -22.6542 -2.5391 2.6613 -22.8612 0.0121 54.5010 13.2043 3 2 2682  
642 643 499 -7.1890 -7.6679 -8.7063 -8.0333 -8.1945 -8.8057 0.0098 54.5195 50.7706 3 2 499  
5723 5879 2044 -1.5033 -7.1305 -49.8296 -1.6397 -6.6546 -49.8995 0.0081 54.5218 12.8413 2 2 2044  
2897 2898 1139 -4.1487 -6.2490 -34.9451 -4.2268 -6.6721 -35.1998 0.0093 54.5289 22.8405 2 2 1139  
2370 2371 990 -8.7931 -4.0050 -64.7638 -8.4501 -3.1225 -65.0856 0.0113 54.5327 18.7522 3 2 990  
6697 6698 2307 -7.1097 -4.0616 -11.0477 -7.1059 -3.6059 -11.2535 0.0092 54.5347 23.4965 2 2 2307  
4445 4451 1603 -6.1813 -4.0150 -37.7974 -6.0572 -4.3565 -37.4539 0.0079 54.5355 13.0971 2 2 1603  
6651 6734 2321 -7.0821 -5.9414 -28.4794 -7.0387 -6.4364 -28.5352 0.0095 54.5369 13.0183 2 2 2321  
8697 8724 3034 -0.0404 0.0502 -1.0765 0.0562 -0.2805 -1.4388 0.0083 54.5374 13.1764 2 2 3034  
5160 5161 1813 7.9187 11.3003 -30.0853 8.0069 11.7449 -30.2965 0.0082 54.5387 23.8495 2 2 1813  
5211 5212 1832 7.1915 11.6364 -50.8119 6.7536 10.8218 -51.1923 0.0088 54.5601 12.1213 3 2 1832  
4537 4726 1684 -8.9468 -15.9819 -64.1991 -9.3518 -15.7511 -64.3799 0.0097 54.5646 13.0897 2 2 1684  
7851 7925 2729 -3.9241 0.4268 -20.8300 -4.2974 0.1483 -21.0118 0.0072 54.5652 12.7787 2 2 2729  
3436 3437 1299 4.0239 -12.7783 -30.0787 3.9852 -12.4478 -29.7055 0.0089 54.5670 23.9573 2 2 1299  
3757 3758 15 -4.3627 -1.5833 -74.2882 -4.1362 -1.4403 -75.7805 0.0597 54.5672 47.1000 5 2 15  
8698 8726 3035 -0.3161 0.4841 -2.4817 -0.4180 0.9735 -2.4756 0.0087 54.5681 12.6154 2 2 3035  
4800 4801 19 -5.6359 -4.2077 -72.9642 -5.5877 -4.3382 -74.4786 0.0487 54.5740 43.4000 5 2 19  
6323 6417 2217 3.9223 1.8288 -31.1332 3.9173 1.3957 -31.3829 0.0087 54.5746 13.5091 2 2 2217  
820 821 547 3.0685 -2.4731 -21.0742 3.4866 -3.2900 -21.4715 0.0100 54.5748 30.0225 3 2 547  
8346 8347 40 -6.0605 6.7801 -28.7498 -6.1208 6.7587 -30.2178 0.0434 54.5908 21.0000 5 2 40  
8780 8781 45 0.2080 -9.4097 -13.9423 0.6084 -9.3556 -15.3809 0.0479 54.5928 15.1000 5 2 45  
8849 8887 3105 -5.3219 3.7992 -9.1568 -5.4135 3.7795 -9.1217 0.0090 54.5975 8.8584 3 2 3105  
4931 4937 1743 -5.5890 -5.2350 -43.1163 -5.6425 -5.0823 -43.5895 0.0092 54.5981 12.8470 2 2 1743  
2630 2638 1066 -9.7401 -0.0033 -39.3697 -10.0742 0.1437 -39.7114 0.0091 54.6013 12.7898 2 2 1066  
4690 4691 1672 -9.8649 -15.8528 -46.3516 -10.2768 -15.6329 -46.5306 0.0080 54.6015 22.5041 2 2 1672  
5842 5848 2030 -3.1075 -7.1236 -37.9971 -3.3431 -7.2581 -38.4172 0.0094 54.6155 13.0994 2 2 2030  
7403 7404 33 6.7288 1.3947 -44.1318 6.6349 1.6368 -45.5935 0.0576 54.6234 27.9000 5 2 33  
7730 7731 35 -2.4959 1.7541 -37.7011 -2.4837 1.8059 -39.1697 0.0633 54.6476 25.2000 5 2 35  
4323 4324 17 -6.6455 -3.4434 -58.6246 -6.6318 -3.4690 -60.1021 0.0583 54.6613 44.4000 5 2 17  
5577 5578 1944 3.6318 7.0128 -15.0359 4.0190 6.9612 -14.7239 0.0085 54.6629 24.9021 2 2 1944  
3295 3488 1317 4.4402 -12.8949 -54.2627 4.8792 -13.0686 -54.4275 0.0084 54.6632 12.9681 2 2 1317  
1526 1527 734 -3.6139 -4.7035 -6.5653 -4.0605 -5.3039 -7.2287 0.0095 54.6638 50.7992 3 2 734  
6268 6269 2167 1.4160 8.9280 -49.9241 1.4307 7.9737 -50.2225 0.0088 54.6680 12.9688 3 2 2167  
8240 8241 39 -2.6134 -3.8078 -32.3327 -2.5868 -3.6696 -33.8041 0.0603 54.6733 21.5000 5 2 39  
8507 8556 2963 -5.0424 -0.0979 -8.4347 -5.5393 -0.1522 -8.4426 0.0083 54.6772 13.0857 2 2 2963  
8519 8520 42 -7.0547 0.7245 -26.1253 -7.0618 0.8500 -27.5868 0.0624 54.6773 18.3000 5 2 42  
8342 8402 2906 -6.2963 6.7961 -22.7820 -6.2179 6.8375 -22.8284 0.0119 54.6892 8.7964 3 2 2906  
4682 4687 1670 -9.2458 -15.8582 -44.6845 -8.9038 -15.8362 -45.0486 0.0089 54.6923 13.7733 2 2 1670  
887 888 5 -0.2923 11.9010 -68.2581 -0.3317 11.8834 -69.7698 0.0634 54.6929 54.0000 5 2 5  
4953 4959 1752 -5.7112 -5.1317 -47.6461 -5.7729 -4.9223 -48.0960 0.0083 54.6943 12.8498 2 2 1752  
8433 8470 2932 -4.6629 1.9948 -6.4629 -5.0190 2.3308 -6.3612 0.0076 54.7023 12.8354 2 2 2932  
7971 8057 2777 9.0646 -2.5325 -22.1919 9.1060 -3.0072 -22.3435 0.0102 54.7049 12.8405 2 2 2777  
7039 7045 2421 -0.3783 12.3093 -19.4224 -0.0841 12.4688 -19.7939 0.0096 54.7107 13.5269 2 2 2421  
8919 8920 47 7.4235 -2.6505 -8.0544 8.4474 -2.7207 -9.1451 0.0449 54.7118 12.4000 5 2 47  
2656 2657 1073 -7.1965 0.4280 -48.6027 -6.7358 0.5858 -48.7159 0.0088 54.7159 22.9767 2 2 1073  
8804 8805 3068 -0.5647 -1.1403 -2.0217 -1.4152 -1.5997 -1.7657 0.0100 54.7199 12.2028 3 2 3068  
3545 3546 14 3.5001 -2.8863 -58.2693 3.4656 -2.9386 -59.7663 0.0301 54.7202 47.6000 5 2 14  
1351 1352 690 4.5060 -11.0178 -37.6258 5.2368 -11.6818 -37.7840 0.0110 54.7323 32.3495 3 2 690  
7573 7574 34 4.5406 2.8812 -46.3707 4.4921 2.9783 -47.8506 0.0586 54.7365 27.4000 5 2 34  
5821 5822 2022 -3.2782 -7.0347 -27.7416 -2.8147 -6.9550 -27.9112 0.0090 54.7449 24.2473 2 2 2022  
8973 8974 48 -3.5998 -2.1764 -5.1508 -4.2328 -2.5308 -6.4275 0.0371 54.7556 11.9000 5 2 48  
2580 2591 1051 -4.5664 -0.8039 -29.0495 -4.4108 -0.9609 -28.6010 0.0087 54.7603 12.7531 2 2 1051  
8443 8444 41 -14.1680 3.5489 -17.8076 -15.0639 3.7885 -18.9999 0.0510 54.7641 18.8000 5 2 41  
6122 6123 25 0.3659 9.7195 -63.4009 0.2013 9.7890 -64.8902 0.0422 54.7678 37.0000 5 2 25  
1206 1216 648 4.7402 -3.8078 -4.0770 4.8065 -4.2954 -4.1657 0.0092 54.7685 12.6512 2 2 648  
7069 7070 2431 -0.8341 12.6431 -31.4135 -1.6016 13.2397 -31.6480 0.0110 54.7826 13.0537 3 2 2431  
8842 8870 3096 -0.0576 0.0691 -1.0436 0.0218 0.0784 -1.5372 0.0093 54.7841 12.4561 2 2 3096  
