 ******* Program HYDRUS
 ******* Example 2 - Grass Field Problem (Hupselse Beek 1982)                    
 Date: ***.**.    Time: ***: 0:**
 Units: L = cm   , T = days , M = -    


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

  91   -90.0000   -1329.003 0.1185   0.6730E-05  0.1732E-04 -0.5753E-05  0.8739E-06      -1  -0.230E-06   20.00
  92   -91.0000   -1328.885 0.1185   0.6731E-05  0.1733E-04 -0.5995E-05  0.8586E-06      -1  -0.240E-06   20.00
  93   -92.0000   -1328.784 0.1185   0.6733E-05  0.1733E-04 -0.6329E-05  0.0000E+00      -1  -0.254E-06   20.00
  94   -93.0000   -1328.766 0.1185   0.6733E-05  0.1733E-04 -0.6548E-05  0.8643E-06      -1  -0.262E-06   20.00
  95   -94.0000   -1328.729 0.1185   0.6733E-05  0.1733E-04 -0.6470E-05  0.8311E-06      -1  -0.259E-06   20.00
  96   -95.0000   -1328.688 0.1185   0.6734E-05  0.1733E-04 -0.6596E-05  0.0000E+00      -1  -0.264E-06   20.00
  97   -96.0000   -1328.688 0.1185   0.6734E-05  0.1733E-04 -0.6743E-05  0.0000E+00      -1  -0.270E-06   20.00
  98   -97.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6739E-05  0.0000E+00      -1  -0.270E-06   20.00
  99   -98.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6733E-05  0.0000E+00      -1  -0.270E-06   20.00
 100   -99.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6734E-05  0.0000E+00      -1  -0.270E-06   20.00
 101  -100.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6734E-05  0.0000E+00      -1  -0.270E-06   20.00
end


 Time:        0.3333


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.9215E-02  0.1332E-02      -1  -0.369E-03   20.00
   2    -1.0000   -3797.815 0.1005   0.1880E-06  0.3357E-05 -0.4652E-02  0.9552E-02      -1  -0.186E-03   20.00
   3    -2.0000  -11664.178 0.0900   0.3878E-08  0.5739E-06 -0.3789E-03  0.2276E-02      -1  -0.152E-04   20.00
   4    -3.0000  -12550.147 0.0895   0.3023E-08  0.5120E-06 -0.1579E-05  0.1525E-02      -1  -0.633E-07   20.00
   5    -4.0000  -12581.568 0.0895   0.2998E-08  0.5100E-06 -0.5718E-07  0.1358E-02      -1  -0.229E-08   20.00
   6    -5.0000  -12586.157 0.0895   0.2994E-08  0.5097E-06 -0.1945E-06  0.1364E-02      -1  -0.779E-08   20.00
   7    -6.0000  -12711.550 0.0894   0.2895E-08  0.5019E-06 -0.3019E-07  0.7836E-03      -1  -0.121E-08   20.00
   8    -7.0000  -12604.396 0.0894   0.2979E-08  0.5086E-06  0.1302E-06  0.1239E-02      -1   0.522E-08   20.00
   9    -8.0000  -12620.701 0.0894   0.2966E-08  0.5075E-06 -0.2549E-07  0.1159E-02      -1  -0.102E-08   20.00
  10    -9.0000  -12619.542 0.0894   0.2967E-08  0.5076E-06 -0.2355E-06  0.1167E-02      -1  -0.943E-08   20.00
  11   -10.0000  -12780.845 0.0894   0.2842E-08  0.4977E-06 -0.1902E-06  0.5156E-03      -1  -0.762E-08   20.00
  12   -11.0000  -12747.963 0.0894   0.2867E-08  0.4997E-06  0.6680E-07  0.6319E-03      -1   0.268E-08   20.00
  13   -12.0000  -12732.139 0.0894   0.2879E-08  0.5006E-06  0.2276E-08  0.6830E-03      -1   0.912E-10   20.00
  14   -13.0000  -12744.372 0.0894   0.2870E-08  0.4999E-06  0.5269E-09  0.6398E-03      -1   0.211E-10   20.00
  15   -14.0000  -12729.776 0.0894   0.2881E-08  0.5008E-06  0.6014E-07  0.6891E-03      -1   0.241E-08   20.00
  16   -15.0000  -12700.704 0.0894   0.2903E-08  0.5026E-06 -0.1894E-07  0.7951E-03      -1  -0.759E-09   20.00
  17   -16.0000  -12740.934 0.0894   0.2872E-08  0.5001E-06 -0.4626E-07  0.6415E-03      -1  -0.185E-08   20.00
  18   -17.0000  -12730.705 0.0894   0.2880E-08  0.5007E-06  0.2082E-07  0.6709E-03      -1   0.834E-09   20.00
  19   -18.0000  -12724.468 0.0894   0.2885E-08  0.5011E-06 -0.1030E-06  0.6951E-03      -1  -0.413E-08   20.00
  20   -19.0000  -12800.904 0.0893   0.2827E-08  0.4964E-06 -0.1289E-06  0.4320E-03      -1  -0.516E-08   20.00
  21   -20.0000  -12812.893 0.0893   0.2818E-08  0.4957E-06  0.5296E-07  0.3898E-03      -1   0.212E-08   20.00
  22   -21.0000  -12761.635 0.0894   0.2856E-08  0.4988E-06  0.5642E-07  0.5504E-03      -1   0.226E-08   20.00
  23   -22.0000  -12771.062 0.0894   0.2849E-08  0.4982E-06 -0.2377E-07  0.4832E-03      -1  -0.952E-09   20.00
  24   -23.0000  -12776.309 0.0894   0.2845E-08  0.4979E-06  0.1197E-06  0.4538E-03      -1   0.480E-08   20.00
  25   -24.0000  -12685.975 0.0894   0.2915E-08  0.5035E-06 -0.2219E-07  0.3774E-03      -1  -0.889E-09   20.00
  26   -25.0000  -12789.906 0.0894   0.2835E-08  0.4971E-06 -0.3466E-07  0.3747E-03      -1  -0.139E-08   20.00
  27   -26.0000  -12707.847 0.0894   0.2898E-08  0.5021E-06  0.6663E-06  0.4695E-03      -1   0.267E-07   20.00
  28   -27.0000  -12345.770 0.0896   0.3197E-08  0.5253E-06  0.4263E-07  0.4237E-03      -1   0.171E-08   20.00
  29   -28.0000  -12676.541 0.0894   0.2922E-08  0.5041E-06 -0.5778E-06  0.3918E-03      -1  -0.231E-07   20.00
  30   -29.0000  -12723.946 0.0894   0.2885E-08  0.5011E-06  0.2965E-06  0.5531E-03      -1   0.119E-07   20.00
  31   -30.0000  -12477.181 0.0895   0.3084E-08  0.5167E-06  0.1582E-05  0.4895E-03      -1   0.634E-07   20.00
  32   -31.0000  -11766.458 0.0899   0.3764E-08  0.5662E-06  0.4098E-05  0.4431E-03      -1   0.164E-06   20.00
  33   -32.0000  -10521.378 0.0907   0.5506E-08  0.6741E-06  0.6192E-06  0.6904E-03      -1   0.248E-07   20.00
  34   -33.0000  -11461.625 0.0901   0.4116E-08  0.5898E-06 -0.2510E-05  0.6579E-03      -1  -0.101E-06   20.00
  35   -34.0000  -11582.073 0.0900   0.3972E-08  0.5803E-06  0.1019E-04  0.7506E-03      -1   0.408E-06   20.00
  36   -35.0000   -8807.281 0.0921   0.1108E-07  0.9131E-06  0.1818E-04  0.8590E-03      -1   0.728E-06   20.00
  37   -36.0000   -7696.631 0.0931   0.1684E-07  0.1112E-05  0.1192E-04  0.9417E-03      -1   0.478E-06   20.00
  38   -37.0000   -7259.479 0.0937   0.2147E-07  0.1234E-05  0.3486E-04  0.1276E-02      -1   0.140E-05   20.00
  39   -38.0000   -5590.389 0.0962   0.5211E-07  0.1856E-05  0.5778E-04  0.1552E-02      -1   0.231E-05   20.00
  40   -39.0000   -4797.877 0.0977   0.8481E-07  0.2331E-05  0.4148E-04  0.1298E-02      -1   0.166E-05   20.00
  41   -40.0000   -4500.318 0.0985   0.1092E-06  0.2604E-05  0.4289E-04  0.1459E-02      -1   0.172E-05   20.00
  42   -41.0000   -4052.153 0.0997   0.1458E-06  0.3014E-05  0.1225E-04  0.1109E-02      -1   0.491E-06   20.00
  43   -42.0000   -4290.047 0.0990   0.1264E-06  0.2796E-05  0.3616E-04  0.1396E-02      -1   0.145E-05   20.00
  44   -43.0000   -3676.050 0.1009   0.2157E-06  0.3559E-05  0.1083E-03  0.1278E-02      -1   0.434E-05   20.00
  45   -44.0000   -3251.734 0.1025   0.3123E-06  0.4265E-05  0.8362E-04  0.1209E-02      -1   0.335E-05   20.00
  46   -45.0000   -3087.004 0.1032   0.3655E-06  0.4591E-05 -0.1540E-04  0.9748E-03      -1  -0.617E-06   20.00
  47   -46.0000   -3349.256 0.1022   0.2901E-06  0.4103E-05  0.3823E-04  0.1610E-02      -1   0.153E-05   20.00
  48   -47.0000   -2920.503 0.1041   0.4709E-06  0.5092E-05  0.1321E-03  0.1185E-02      -1   0.529E-05   20.00
  49   -48.0000   -2728.782 0.1051   0.5922E-06  0.5670E-05  0.8504E-04  0.1093E-02      -1   0.341E-05   20.00
  50   -49.0000   -2618.247 0.1057   0.6622E-06  0.6003E-05  0.1706E-03  0.1485E-02      -1   0.683E-05   20.00
  51   -50.0000   -2301.087 0.1078   0.1061E-05  0.7390E-05  0.2454E-03  0.1050E-02      -1   0.983E-05   20.00
  52   -51.0000   -2121.019 0.1092   0.1378E-05  0.8373E-05  0.1029E-03  0.6103E-03      -1   0.412E-05   20.00
  53   -52.0000   -2129.218 0.1091   0.1364E-05  0.8328E-05  0.7204E-04  0.1212E-02      -1   0.289E-05   20.00
  54   -53.0000   -2020.833 0.1100   0.1555E-05  0.8920E-05  0.1342E-03  0.8818E-03      -1   0.538E-05   20.00
  55   -54.0000   -1951.406 0.1105   0.1713E-05  0.9351E-05  0.5033E-04  0.6828E-03      -1   0.202E-05   20.00
  56   -55.0000   -1956.958 0.1105   0.1686E-05  0.9296E-05  0.1600E-03  0.1438E-02      -1   0.641E-05   20.00
  57   -56.0000   -1796.630 0.1123   0.2470E-05  0.1088E-04  0.2740E-03  0.5329E-03      -1   0.110E-04   20.00
  58   -57.0000   -1714.420 0.1132   0.2872E-05  0.1169E-04  0.1939E-03  0.4848E-03      -1   0.777E-05   20.00
  59   -58.0000   -1656.717 0.1138   0.3155E-05  0.1227E-04  0.1745E-03  0.5037E-03      -1   0.699E-05   20.00
  60   -59.0000   -1601.583 0.1144   0.3424E-05  0.1281E-04  0.1516E-03  0.3969E-03      -1   0.607E-05   20.00
  61   -60.0000   -1564.962 0.1148   0.3604E-05  0.1317E-04  0.9980E-04  0.3967E-03      -1   0.400E-05   20.00
  62   -61.0000   -1543.881 0.1151   0.3809E-05  0.1348E-04  0.1101E-03  0.5476E-03      -1   0.441E-05   20.00
  63   -62.0000   -1506.956 0.1157   0.4311E-05  0.1414E-04  0.8939E-04  0.2248E-03      -1   0.358E-05   20.00
  64   -63.0000   -1498.422 0.1158   0.4427E-05  0.1429E-04  0.3599E-04  0.3635E-03      -1   0.144E-05   20.00
  65   -64.0000   -1488.728 0.1160   0.4559E-05  0.1446E-04  0.3674E-04  0.3965E-03      -1   0.147E-05   20.00
  66   -65.0000   -1480.273 0.1161   0.4674E-05  0.1462E-04  0.7720E-04  0.5457E-03      -1   0.309E-05   20.00
  67   -66.0000   -1454.527 0.1165   0.5024E-05  0.1508E-04  0.7634E-04  0.2960E-03      -1   0.306E-05   20.00
  68   -67.0000   -1447.083 0.1166   0.5125E-05  0.1521E-04  0.8549E-04  0.5244E-03      -1   0.343E-05   20.00
  69   -68.0000   -1420.035 0.1171   0.5492E-05  0.1569E-04  0.1176E-03  0.2493E-03      -1   0.471E-05   20.00
  70   -69.0000   -1401.762 0.1174   0.5741E-05  0.1602E-04  0.7136E-04  0.1516E-03      -1   0.286E-05   20.00
  71   -70.0000   -1392.884 0.1175   0.5861E-05  0.1618E-04  0.5471E-04  0.2123E-03      -1   0.219E-05   20.00
  72   -71.0000   -1381.158 0.1177   0.6021E-05  0.1639E-04  0.5998E-04  0.1444E-03      -1   0.240E-05   20.00
  73   -72.0000   -1370.923 0.1179   0.6160E-05  0.1657E-04  0.4487E-04  0.7490E-04      -1   0.180E-05   20.00
  74   -73.0000   -1364.522 0.1180   0.6247E-05  0.1669E-04  0.3421E-04  0.9006E-04      -1   0.137E-05   20.00
  75   -74.0000   -1357.974 0.1181   0.6336E-05  0.1681E-04  0.3276E-04  0.7429E-04      -1   0.131E-05   20.00
  76   -75.0000   -1352.173 0.1181   0.6415E-05  0.1691E-04  0.2818E-04  0.5916E-04      -1   0.113E-05   20.00
  77   -76.0000   -1347.179 0.1182   0.6483E-05  0.1700E-04  0.2573E-04  0.5076E-04      -1   0.103E-05   20.00
  78   -77.0000   -1342.235 0.1183   0.6550E-05  0.1709E-04  0.1671E-04  0.6566E-05      -1   0.670E-06   20.00
  79   -78.0000   -1340.058 0.1183   0.6579E-05  0.1713E-04  0.9019E-05  0.2862E-04      -1   0.361E-06   20.00
  80   -79.0000   -1337.495 0.1184   0.6614E-05  0.1717E-04  0.8435E-05  0.1463E-04      -1   0.338E-06   20.00
  81   -80.0000   -1335.505 0.1184   0.6641E-05  0.1721E-04  0.4908E-05  0.9090E-05      -1   0.197E-06   20.00
  82   -81.0000   -1334.016 0.1184   0.6661E-05  0.1723E-04  0.2479E-05  0.9378E-05      -1   0.993E-07   20.00
  83   -82.0000   -1332.761 0.1185   0.6678E-05  0.1726E-04  0.7798E-06  0.9807E-05      -1   0.312E-07   20.00
  84   -83.0000   -1331.782 0.1185   0.6692E-05  0.1727E-04 -0.9249E-06  0.3884E-05      -1  -0.371E-07   20.00
  85   -84.0000   -1331.037 0.1185   0.6702E-05  0.1729E-04 -0.1978E-05  0.3740E-05      -1  -0.792E-07   20.00
  86   -85.0000   -1330.372 0.1185   0.6711E-05  0.1730E-04 -0.3181E-05  0.1206E-05      -1  -0.127E-06   20.00
  87   -86.0000   -1329.985 0.1185   0.6716E-05  0.1731E-04 -0.4308E-05  0.1986E-05      -1  -0.173E-06   20.00
  88   -87.0000   -1329.655 0.1185   0.6721E-05  0.1731E-04 -0.4514E-05  0.1951E-05      -1  -0.181E-06   20.00
  89   -88.0000   -1329.328 0.1185   0.6725E-05  0.1732E-04 -0.5126E-05  0.0000E+00      -1  -0.205E-06   20.00
  90   -89.0000   -1329.180 0.1185   0.6727E-05  0.1732E-04 -0.5646E-05  0.1875E-05      -1  -0.226E-06   20.00
  91   -90.0000   -1329.006 0.1185   0.6730E-05  0.1732E-04 -0.5747E-05  0.8363E-06      -1  -0.230E-06   20.00
  92   -91.0000   -1328.888 0.1185   0.6731E-05  0.1733E-04 -0.5990E-05  0.8217E-06      -1  -0.240E-06   20.00
  93   -92.0000   -1328.786 0.1185   0.6733E-05  0.1733E-04 -0.6330E-05  0.0000E+00      -1  -0.254E-06   20.00
  94   -93.0000   -1328.768 0.1185   0.6733E-05  0.1733E-04 -0.6548E-05  0.8271E-06      -1  -0.262E-06   20.00
  95   -94.0000   -1328.731 0.1185   0.6733E-05  0.1733E-04 -0.6461E-05  0.7953E-06      -1  -0.259E-06   20.00
  96   -95.0000   -1328.687 0.1185   0.6734E-05  0.1733E-04 -0.6589E-05  0.0000E+00      -1  -0.264E-06   20.00
  97   -96.0000   -1328.688 0.1185   0.6734E-05  0.1733E-04 -0.6745E-05  0.0000E+00      -1  -0.270E-06   20.00
  98   -97.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6739E-05  0.0000E+00      -1  -0.270E-06   20.00
  99   -98.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6733E-05  0.0000E+00      -1  -0.270E-06   20.00
 100   -99.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6734E-05  0.0000E+00      -1  -0.270E-06   20.00
 101  -100.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6734E-05  0.0000E+00      -1  -0.270E-06   20.00
end


 Time:        0.3750


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.9279E-02  0.1338E-02      -1  -0.372E-03   20.00
   2    -1.0000   -3817.103 0.1004   0.1836E-06  0.3325E-05 -0.4678E-02  0.9587E-02      -1  -0.187E-03   20.00
   3    -2.0000  -11774.771 0.0899   0.3755E-08  0.5655E-06 -0.3742E-03  0.2233E-02      -1  -0.150E-04   20.00
   4    -3.0000  -12673.145 0.0894   0.2925E-08  0.5042E-06 -0.1531E-05  0.1472E-02      -1  -0.613E-07   20.00
   5    -4.0000  -12691.954 0.0894   0.2910E-08  0.5031E-06 -0.3778E-07  0.1320E-02      -1  -0.151E-08   20.00
   6    -5.0000  -12697.067 0.0894   0.2906E-08  0.5028E-06 -0.1248E-06  0.1325E-02      -1  -0.500E-08   20.00
   7    -6.0000  -12776.656 0.0894   0.2845E-08  0.4979E-06 -0.1516E-07  0.7807E-03      -1  -0.607E-09   20.00
   8    -7.0000  -12705.534 0.0894   0.2899E-08  0.5022E-06  0.8470E-07  0.1210E-02      -1   0.339E-08   20.00
   9    -8.0000  -12715.589 0.0894   0.2892E-08  0.5016E-06 -0.1663E-07  0.1136E-02      -1  -0.666E-09   20.00
  10    -9.0000  -12715.019 0.0894   0.2892E-08  0.5017E-06 -0.1577E-06  0.1143E-02      -1  -0.632E-08   20.00
  11   -10.0000  -12824.217 0.0893   0.2809E-08  0.4950E-06 -0.1255E-06  0.5205E-03      -1  -0.503E-08   20.00
  12   -11.0000  -12800.846 0.0893   0.2827E-08  0.4964E-06  0.4667E-07  0.6341E-03      -1   0.187E-08   20.00
  13   -12.0000  -12789.143 0.0894   0.2835E-08  0.4971E-06  0.1362E-08  0.6838E-03      -1   0.546E-10   20.00
  14   -13.0000  -12797.880 0.0894   0.2829E-08  0.4966E-06 -0.1888E-09  0.6418E-03      -1  -0.756E-11   20.00
  15   -14.0000  -12787.278 0.0894   0.2837E-08  0.4973E-06  0.4139E-07  0.6897E-03      -1   0.166E-08   20.00
  16   -15.0000  -12766.738 0.0894   0.2852E-08  0.4985E-06 -0.1317E-07  0.7917E-03      -1  -0.528E-09   20.00
  17   -16.0000  -12794.567 0.0894   0.2831E-08  0.4968E-06 -0.3122E-07  0.6435E-03      -1  -0.125E-08   20.00
  18   -17.0000  -12786.688 0.0894   0.2837E-08  0.4973E-06  0.1439E-07  0.6721E-03      -1   0.577E-09   20.00
  19   -18.0000  -12782.419 0.0894   0.2841E-08  0.4976E-06 -0.7427E-07  0.6955E-03      -1  -0.298E-08   20.00
  20   -19.0000  -12837.383 0.0893   0.2799E-08  0.4942E-06 -0.9217E-07  0.4380E-03      -1  -0.369E-08   20.00
  21   -20.0000  -12845.870 0.0893   0.2793E-08  0.4937E-06  0.3873E-07  0.3962E-03      -1   0.155E-08   20.00
  22   -21.0000  -12807.828 0.0893   0.2821E-08  0.4960E-06  0.4512E-07  0.5547E-03      -1   0.181E-08   20.00
  23   -22.0000  -12811.706 0.0893   0.2819E-08  0.4958E-06 -0.1222E-07  0.4886E-03      -1  -0.490E-09   20.00
  24   -23.0000  -12814.498 0.0893   0.2816E-08  0.4956E-06  0.1317E-06  0.4596E-03      -1   0.528E-08   20.00
  25   -24.0000  -12717.464 0.0894   0.2890E-08  0.5015E-06 -0.1272E-07  0.3834E-03      -1  -0.509E-09   20.00
  26   -25.0000  -12821.508 0.0893   0.2811E-08  0.4952E-06 -0.4532E-07  0.3810E-03      -1  -0.182E-08   20.00
  27   -26.0000  -12746.965 0.0894   0.2868E-08  0.4997E-06  0.6569E-06  0.4750E-03      -1   0.263E-07   20.00
  28   -27.0000  -12379.756 0.0896   0.3167E-08  0.5230E-06  0.5174E-07  0.4289E-03      -1   0.207E-08   20.00
  29   -28.0000  -12709.074 0.0894   0.2897E-08  0.5020E-06 -0.5898E-06  0.3979E-03      -1  -0.236E-07   20.00
  30   -29.0000  -12770.066 0.0894   0.2850E-08  0.4983E-06  0.2831E-06  0.5573E-03      -1   0.113E-07   20.00
  31   -30.0000  -12516.754 0.0895   0.3051E-08  0.5141E-06  0.1587E-05  0.4944E-03      -1   0.636E-07   20.00
  32   -31.0000  -11798.983 0.0899   0.3729E-08  0.5637E-06  0.4038E-05  0.4475E-03      -1   0.162E-06   20.00
  33   -32.0000  -10564.855 0.0906   0.5429E-08  0.6698E-06  0.5836E-06  0.6932E-03      -1   0.234E-07   20.00
  34   -33.0000  -11508.040 0.0900   0.4060E-08  0.5861E-06 -0.2494E-05  0.6607E-03      -1  -0.999E-07   20.00
  35   -34.0000  -11634.615 0.0900   0.3911E-08  0.5762E-06  0.1007E-04  0.7523E-03      -1   0.404E-06   20.00
  36   -35.0000   -8848.549 0.0920   0.1092E-07  0.9068E-06  0.1800E-04  0.8617E-03      -1   0.721E-06   20.00
  37   -36.0000   -7728.167 0.0931   0.1651E-07  0.1104E-05  0.1168E-04  0.9456E-03      -1   0.468E-06   20.00
  38   -37.0000   -7300.125 0.0936   0.2104E-07  0.1223E-05  0.3415E-04  0.1279E-02      -1   0.137E-05   20.00
  39   -38.0000   -5626.405 0.0961   0.5105E-07  0.1838E-05  0.5718E-04  0.1556E-02      -1   0.229E-05   20.00
  40   -39.0000   -4819.167 0.0977   0.8307E-07  0.2311E-05  0.4106E-04  0.1303E-02      -1   0.165E-05   20.00
  41   -40.0000   -4523.337 0.0984   0.1073E-06  0.2582E-05  0.4238E-04  0.1465E-02      -1   0.170E-05   20.00
  42   -41.0000   -4071.424 0.0996   0.1443E-06  0.2997E-05  0.1222E-04  0.1113E-02      -1   0.490E-06   20.00
  43   -42.0000   -4310.314 0.0990   0.1247E-06  0.2778E-05  0.3605E-04  0.1402E-02      -1   0.144E-05   20.00
  44   -43.0000   -3690.290 0.1009   0.2125E-06  0.3536E-05  0.1074E-03  0.1284E-02      -1   0.430E-05   20.00
  45   -44.0000   -3265.887 0.1025   0.3091E-06  0.4241E-05  0.8350E-04  0.1214E-02      -1   0.335E-05   20.00
  46   -45.0000   -3095.708 0.1031   0.3599E-06  0.4565E-05 -0.1531E-04  0.9791E-03      -1  -0.613E-06   20.00
  47   -46.0000   -3364.488 0.1021   0.2866E-06  0.4077E-05  0.3777E-04  0.1616E-02      -1   0.151E-05   20.00
  48   -47.0000   -2930.214 0.1040   0.4647E-06  0.5063E-05  0.1318E-03  0.1190E-02      -1   0.528E-05   20.00
  49   -48.0000   -2737.559 0.1051   0.5867E-06  0.5644E-05  0.8403E-04  0.1098E-02      -1   0.337E-05   20.00
  50   -49.0000   -2628.224 0.1057   0.6559E-06  0.5973E-05  0.1702E-03  0.1491E-02      -1   0.682E-05   20.00
  51   -50.0000   -2307.079 0.1078   0.1051E-05  0.7357E-05  0.2458E-03  0.1055E-02      -1   0.985E-05   20.00
  52   -51.0000   -2125.586 0.1092   0.1370E-05  0.8348E-05  0.1022E-03  0.6130E-03      -1   0.410E-05   20.00
  53   -52.0000   -2134.871 0.1091   0.1354E-05  0.8297E-05  0.7130E-04  0.1217E-02      -1   0.286E-05   20.00
  54   -53.0000   -2025.851 0.1099   0.1546E-05  0.8893E-05  0.1354E-03  0.8856E-03      -1   0.542E-05   20.00
  55   -54.0000   -1954.456 0.1105   0.1698E-05  0.9320E-05  0.5067E-04  0.6859E-03      -1   0.203E-05   20.00
  56   -55.0000   -1961.090 0.1104   0.1666E-05  0.9255E-05  0.1596E-03  0.1444E-02      -1   0.639E-05   20.00
  57   -56.0000   -1799.074 0.1122   0.2458E-05  0.1086E-04  0.2746E-03  0.5353E-03      -1   0.110E-04   20.00
  58   -57.0000   -1716.424 0.1131   0.2863E-05  0.1167E-04  0.1940E-03  0.4869E-03      -1   0.777E-05   20.00
  59   -58.0000   -1658.591 0.1138   0.3146E-05  0.1225E-04  0.1745E-03  0.5060E-03      -1   0.699E-05   20.00
  60   -59.0000   -1603.282 0.1144   0.3416E-05  0.1279E-04  0.1516E-03  0.3987E-03      -1   0.607E-05   20.00
  61   -60.0000   -1566.648 0.1148   0.3595E-05  0.1316E-04  0.1003E-03  0.3984E-03      -1   0.402E-05   20.00
  62   -61.0000   -1545.133 0.1151   0.3792E-05  0.1345E-04  0.1113E-03  0.5500E-03      -1   0.446E-05   20.00
  63   -62.0000   -1507.846 0.1157   0.4299E-05  0.1412E-04  0.8971E-04  0.2258E-03      -1   0.359E-05   20.00
  64   -63.0000   -1499.361 0.1158   0.4414E-05  0.1427E-04  0.3552E-04  0.3651E-03      -1   0.142E-05   20.00
  65   -64.0000   -1489.782 0.1160   0.4545E-05  0.1444E-04  0.3601E-04  0.3983E-03      -1   0.144E-05   20.00
  66   -65.0000   -1481.480 0.1161   0.4657E-05  0.1459E-04  0.7708E-04  0.5481E-03      -1   0.309E-05   20.00
  67   -66.0000   -1455.536 0.1165   0.5010E-05  0.1506E-04  0.7636E-04  0.2974E-03      -1   0.306E-05   20.00
  68   -67.0000   -1448.181 0.1166   0.5110E-05  0.1519E-04  0.8594E-04  0.5267E-03      -1   0.344E-05   20.00
  69   -68.0000   -1420.800 0.1171   0.5482E-05  0.1568E-04  0.1189E-03  0.2504E-03      -1   0.476E-05   20.00
  70   -69.0000   -1402.297 0.1174   0.5733E-05  0.1601E-04  0.7197E-04  0.1523E-03      -1   0.288E-05   20.00
  71   -70.0000   -1393.394 0.1175   0.5854E-05  0.1617E-04  0.5505E-04  0.2133E-03      -1   0.221E-05   20.00
  72   -71.0000   -1381.557 0.1177   0.6015E-05  0.1638E-04  0.6069E-04  0.1451E-03      -1   0.243E-05   20.00
  73   -72.0000   -1371.181 0.1178   0.6156E-05  0.1657E-04  0.4535E-04  0.7524E-04      -1   0.182E-05   20.00
  74   -73.0000   -1364.755 0.1179   0.6244E-05  0.1668E-04  0.3435E-04  0.9047E-04      -1   0.138E-05   20.00
  75   -74.0000   -1358.181 0.1181   0.6333E-05  0.1680E-04  0.3295E-04  0.7462E-04      -1   0.132E-05   20.00
  76   -75.0000   -1352.341 0.1181   0.6412E-05  0.1691E-04  0.2841E-04  0.5943E-04      -1   0.114E-05   20.00
  77   -76.0000   -1347.312 0.1182   0.6481E-05  0.1700E-04  0.2605E-04  0.5099E-04      -1   0.104E-05   20.00
  78   -77.0000   -1342.300 0.1183   0.6549E-05  0.1709E-04  0.1692E-04  0.6596E-05      -1   0.678E-06   20.00
