 ******* Program HYDRUS
 ******* Example 2 - Grass Field Problem (Hupselse Beek 1982)                    
 Date: ***.**.    Time: ***: 0:**
 Units: L = cm   , T = days , M = -    


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

  75   -74.0000   -1358.811 0.1180   0.6324E-05  0.1679E-04  0.3354E-04  0.7762E-04      -1   0.134E-05   20.00
  76   -75.0000   -1352.855 0.1181   0.6405E-05  0.1690E-04  0.2910E-04  0.6182E-04      -1   0.117E-05   20.00
  77   -76.0000   -1347.717 0.1182   0.6475E-05  0.1699E-04  0.2704E-04  0.5304E-04      -1   0.108E-05   20.00
  78   -77.0000   -1342.504 0.1183   0.6546E-05  0.1708E-04  0.1756E-04  0.6861E-05      -1   0.703E-06   20.00
  79   -78.0000   -1340.333 0.1183   0.6576E-05  0.1712E-04  0.9245E-05  0.2991E-04      -1   0.370E-06   20.00
  80   -79.0000   -1337.694 0.1184   0.6611E-05  0.1717E-04  0.8896E-05  0.1529E-04      -1   0.356E-06   20.00
  81   -80.0000   -1335.640 0.1184   0.6639E-05  0.1720E-04  0.5174E-05  0.9499E-05      -1   0.207E-06   20.00
  82   -81.0000   -1334.134 0.1184   0.6660E-05  0.1723E-04  0.2518E-05  0.9800E-05      -1   0.101E-06   20.00
  83   -82.0000   -1332.883 0.1185   0.6677E-05  0.1725E-04  0.9743E-06  0.1025E-04      -1   0.390E-07   20.00
  84   -83.0000   -1331.842 0.1185   0.6691E-05  0.1727E-04 -0.6713E-06  0.4059E-05      -1  -0.269E-07   20.00
  85   -84.0000   -1331.083 0.1185   0.6701E-05  0.1729E-04 -0.1880E-05  0.3908E-05      -1  -0.753E-07   20.00
  86   -85.0000   -1330.403 0.1185   0.6711E-05  0.1730E-04 -0.3107E-05  0.1260E-05      -1  -0.124E-06   20.00
  87   -86.0000   -1330.009 0.1185   0.6716E-05  0.1731E-04 -0.4284E-05  0.2075E-05      -1  -0.172E-06   20.00
  88   -87.0000   -1329.679 0.1185   0.6720E-05  0.1731E-04 -0.4482E-05  0.2038E-05      -1  -0.180E-06   20.00
  89   -88.0000   -1329.343 0.1185   0.6725E-05  0.1732E-04 -0.5097E-05  0.0000E+00      -1  -0.204E-06   20.00
  90   -89.0000   -1329.195 0.1185   0.6727E-05  0.1732E-04 -0.5645E-05  0.1960E-05      -1  -0.226E-06   20.00
  91   -90.0000   -1329.022 0.1185   0.6729E-05  0.1732E-04 -0.5728E-05  0.8739E-06      -1  -0.229E-06   20.00
  92   -91.0000   -1328.897 0.1185   0.6731E-05  0.1733E-04 -0.5964E-05  0.8586E-06      -1  -0.239E-06   20.00
  93   -92.0000   -1328.794 0.1185   0.6732E-05  0.1733E-04 -0.6327E-05  0.0000E+00      -1  -0.254E-06   20.00
  94   -93.0000   -1328.777 0.1185   0.6733E-05  0.1733E-04 -0.6553E-05  0.8643E-06      -1  -0.263E-06   20.00
  95   -94.0000   -1328.740 0.1185   0.6733E-05  0.1733E-04 -0.6440E-05  0.8311E-06      -1  -0.258E-06   20.00
  96   -95.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6559E-05  0.0000E+00      -1  -0.263E-06   20.00
  97   -96.0000   -1328.688 0.1185   0.6734E-05  0.1733E-04 -0.6735E-05  0.0000E+00      -1  -0.270E-06   20.00
  98   -97.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6739E-05  0.0000E+00      -1  -0.270E-06   20.00
  99   -98.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6733E-05  0.0000E+00      -1  -0.270E-06   20.00
 100   -99.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6734E-05  0.0000E+00      -1  -0.270E-06   20.00
 101  -100.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6734E-05  0.0000E+00      -1  -0.270E-06   20.00
end


 Time:        0.5417


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.9565E-02  0.1391E-02      -1  -0.383E-03   20.00
   2    -1.0000   -3898.897 0.1001   0.1650E-06  0.3189E-05 -0.4786E-02  0.9987E-02      -1  -0.192E-03   20.00
   3    -2.0000  -12260.892 0.0896   0.3273E-08  0.5310E-06 -0.3531E-03  0.2266E-02      -1  -0.141E-04   20.00
   4    -3.0000  -13197.977 0.0892   0.2548E-08  0.4733E-06 -0.1330E-05  0.1473E-02      -1  -0.533E-07   20.00
   5    -4.0000  -13169.289 0.0892   0.2567E-08  0.4749E-06  0.2519E-07  0.1356E-02      -1   0.101E-08   20.00
   6    -5.0000  -13176.258 0.0892   0.2562E-08  0.4746E-06  0.1229E-06  0.1360E-02      -1   0.492E-08   20.00
   7    -6.0000  -13072.758 0.0892   0.2632E-08  0.4804E-06  0.3503E-07  0.8867E-03      -1   0.140E-08   20.00
   8    -7.0000  -13147.000 0.0892   0.2582E-08  0.4762E-06 -0.8070E-07  0.1268E-02      -1  -0.323E-08   20.00
   9    -8.0000  -13132.571 0.0892   0.2591E-08  0.4770E-06  0.1395E-07  0.1207E-02      -1   0.559E-09   20.00
  10    -9.0000  -13134.209 0.0892   0.2590E-08  0.4769E-06  0.1363E-06  0.1212E-02      -1   0.546E-08   20.00
  11   -10.0000  -13026.823 0.0892   0.2663E-08  0.4831E-06  0.1145E-06  0.6230E-03      -1   0.459E-08   20.00
  12   -11.0000  -13044.840 0.0892   0.2651E-08  0.4820E-06 -0.3448E-07  0.7416E-03      -1  -0.138E-08   20.00
  13   -12.0000  -13050.796 0.0892   0.2647E-08  0.4817E-06 -0.1840E-08  0.7917E-03      -1  -0.737E-10   20.00
  14   -13.0000  -13044.229 0.0892   0.2651E-08  0.4821E-06 -0.2942E-08  0.7497E-03      -1  -0.118E-09   20.00
  15   -14.0000  -13051.018 0.0892   0.2647E-08  0.4817E-06 -0.3203E-07  0.7977E-03      -1  -0.128E-08   20.00
  16   -15.0000  -13066.456 0.0892   0.2636E-08  0.4808E-06  0.1004E-07  0.8974E-03      -1   0.402E-09   20.00
  17   -16.0000  -13041.442 0.0892   0.2653E-08  0.4822E-06  0.2700E-07  0.7513E-03      -1   0.108E-08   20.00
  18   -17.0000  -13044.031 0.0892   0.2652E-08  0.4821E-06 -0.1105E-07  0.7800E-03      -1  -0.443E-09   20.00
  19   -18.0000  -13047.780 0.0892   0.2649E-08  0.4819E-06  0.4340E-07  0.8036E-03      -1   0.174E-08   20.00
  20   -19.0000  -13009.451 0.0892   0.2676E-08  0.4841E-06  0.5793E-07  0.5338E-03      -1   0.232E-08   20.00
  21   -20.0000  -13002.295 0.0892   0.2681E-08  0.4845E-06 -0.2057E-07  0.4872E-03      -1  -0.824E-09   20.00
  22   -21.0000  -13022.848 0.0892   0.2666E-08  0.4833E-06 -0.2315E-08  0.6594E-03      -1  -0.927E-10   20.00
  23   -22.0000  -13002.027 0.0893   0.2681E-08  0.4845E-06  0.3602E-07  0.5885E-03      -1   0.144E-08   20.00
  24   -23.0000  -12993.926 0.0893   0.2686E-08  0.4850E-06  0.1838E-06  0.5569E-03      -1   0.736E-08   20.00
  25   -24.0000  -12865.385 0.0893   0.2779E-08  0.4926E-06  0.2787E-07  0.4670E-03      -1   0.112E-08   20.00
  26   -25.0000  -12971.217 0.0893   0.2703E-08  0.4863E-06 -0.9099E-07  0.4691E-03      -1  -0.365E-08   20.00
  27   -26.0000  -12929.437 0.0893   0.2732E-08  0.4888E-06  0.6222E-06  0.5709E-03      -1   0.249E-07   20.00
  28   -27.0000  -12535.364 0.0895   0.3036E-08  0.5129E-06  0.9073E-07  0.5057E-03      -1   0.364E-08   20.00
  29   -28.0000  -12861.718 0.0893   0.2782E-08  0.4928E-06 -0.6452E-06  0.4833E-03      -1  -0.258E-07   20.00
  30   -29.0000  -12984.286 0.0893   0.2693E-08  0.4855E-06  0.2293E-06  0.6610E-03      -1   0.918E-08   20.00
  31   -30.0000  -12698.635 0.0894   0.2905E-08  0.5027E-06  0.1618E-05  0.5826E-03      -1   0.648E-07   20.00
  32   -31.0000  -11944.712 0.0898   0.3577E-08  0.5530E-06  0.3807E-05  0.5119E-03      -1   0.153E-06   20.00
  33   -32.0000  -10752.892 0.0905   0.5113E-08  0.6516E-06  0.4410E-06  0.7535E-03      -1   0.177E-07   20.00
  34   -33.0000  -11712.421 0.0899   0.3824E-08  0.5703E-06 -0.2436E-05  0.7331E-03      -1  -0.976E-07   20.00
  35   -34.0000  -11866.691 0.0898   0.3657E-08  0.5587E-06  0.9610E-05  0.8310E-03      -1   0.385E-06   20.00
  36   -35.0000   -9021.128 0.0919   0.1026E-07  0.8802E-06  0.1727E-04  0.9162E-03      -1   0.692E-06   20.00
  37   -36.0000   -7859.607 0.0929   0.1512E-07  0.1067E-05  0.1071E-04  0.1001E-02      -1   0.429E-06   20.00
  38   -37.0000   -7469.087 0.0934   0.1925E-07  0.1176E-05  0.3126E-04  0.1343E-02      -1   0.125E-05   20.00
  39   -38.0000   -5774.688 0.0958   0.4669E-07  0.1763E-05  0.5447E-04  0.1623E-02      -1   0.218E-05   20.00
  40   -39.0000   -4907.138 0.0974   0.7587E-07  0.2231E-05  0.3918E-04  0.1362E-02      -1   0.157E-05   20.00
  41   -40.0000   -4618.224 0.0982   0.9951E-07  0.2495E-05  0.4031E-04  0.1528E-02      -1   0.161E-05   20.00
  42   -41.0000   -4150.564 0.0994   0.1378E-06  0.2924E-05  0.1205E-04  0.1161E-02      -1   0.483E-06   20.00
  43   -42.0000   -4394.259 0.0988   0.1178E-06  0.2701E-05  0.3540E-04  0.1463E-02      -1   0.142E-05   20.00
  44   -43.0000   -3749.089 0.1007   0.1991E-06  0.3438E-05  0.1035E-03  0.1339E-02      -1   0.415E-05   20.00
  45   -44.0000   -3323.814 0.1023   0.2959E-06  0.4145E-05  0.8244E-04  0.1265E-02      -1   0.330E-05   20.00
  46   -45.0000   -3134.175 0.1030   0.3390E-06  0.4460E-05 -0.1503E-04  0.1021E-02      -1  -0.602E-06   20.00
  47   -46.0000   -3427.438 0.1019   0.2723E-06  0.3973E-05  0.3621E-04  0.1684E-02      -1   0.145E-05   20.00
  48   -47.0000   -2970.187 0.1038   0.4394E-06  0.4943E-05  0.1302E-03  0.1240E-02      -1   0.522E-05   20.00
  49   -48.0000   -2773.719 0.1049   0.5638E-06  0.5535E-05  0.7989E-04  0.1144E-02      -1   0.320E-05   20.00
  50   -49.0000   -2669.283 0.1054   0.6299E-06  0.5849E-05  0.1686E-03  0.1552E-02      -1   0.676E-05   20.00
  51   -50.0000   -2331.734 0.1076   0.1007E-05  0.7222E-05  0.2470E-03  0.1099E-02      -1   0.990E-05   20.00
  52   -51.0000   -2144.307 0.1090   0.1337E-05  0.8246E-05  0.9944E-04  0.6383E-03      -1   0.398E-05   20.00
  53   -52.0000   -2158.148 0.1089   0.1313E-05  0.8170E-05  0.6835E-04  0.1267E-02      -1   0.274E-05   20.00
  54   -53.0000   -2046.346 0.1098   0.1510E-05  0.8781E-05  0.1384E-03  0.9217E-03      -1   0.555E-05   20.00
  55   -54.0000   -1968.960 0.1104   0.1646E-05  0.9203E-05  0.4678E-04  0.7140E-03      -1   0.187E-05   20.00
  56   -55.0000   -1984.469 0.1103   0.1619E-05  0.9119E-05  0.1620E-03  0.1502E-02      -1   0.649E-05   20.00
  57   -56.0000   -1809.209 0.1121   0.2409E-05  0.1076E-04  0.2847E-03  0.5572E-03      -1   0.114E-04   20.00
  58   -57.0000   -1724.669 0.1131   0.2822E-05  0.1159E-04  0.1943E-03  0.5068E-03      -1   0.778E-05   20.00
  59   -58.0000   -1666.293 0.1137   0.3108E-05  0.1217E-04  0.1744E-03  0.5265E-03      -1   0.699E-05   20.00
  60   -59.0000   -1610.257 0.1143   0.3382E-05  0.1272E-04  0.1514E-03  0.4149E-03      -1   0.606E-05   20.00
  61   -60.0000   -1573.501 0.1147   0.3562E-05  0.1309E-04  0.1025E-03  0.4145E-03      -1   0.411E-05   20.00
  62   -61.0000   -1550.311 0.1150   0.3722E-05  0.1336E-04  0.1157E-03  0.5723E-03      -1   0.464E-05   20.00
  63   -62.0000   -1511.512 0.1156   0.4249E-05  0.1406E-04  0.9099E-04  0.2349E-03      -1   0.365E-05   20.00
  64   -63.0000   -1503.235 0.1158   0.4362E-05  0.1420E-04  0.3360E-04  0.3799E-03      -1   0.135E-05   20.00
  65   -64.0000   -1494.124 0.1159   0.4485E-05  0.1437E-04  0.3311E-04  0.4144E-03      -1   0.133E-05   20.00
  66   -65.0000   -1486.436 0.1160   0.4590E-05  0.1450E-04  0.7661E-04  0.5702E-03      -1   0.307E-05   20.00
  67   -66.0000   -1459.686 0.1164   0.4954E-05  0.1498E-04  0.7645E-04  0.3093E-03      -1   0.306E-05   20.00
  68   -67.0000   -1452.683 0.1166   0.5049E-05  0.1511E-04  0.8775E-04  0.5479E-03      -1   0.352E-05   20.00
  69   -68.0000   -1423.940 0.1170   0.5439E-05  0.1562E-04  0.1241E-03  0.2605E-03      -1   0.497E-05   20.00
  70   -69.0000   -1404.505 0.1173   0.5703E-05  0.1597E-04  0.7448E-04  0.1584E-03      -1   0.298E-05   20.00
  71   -70.0000   -1395.483 0.1175   0.5826E-05  0.1613E-04  0.5649E-04  0.2218E-03      -1   0.226E-05   20.00
  72   -71.0000   -1383.190 0.1177   0.5993E-05  0.1635E-04  0.6352E-04  0.1509E-03      -1   0.254E-05   20.00
  73   -72.0000   -1372.251 0.1178   0.6142E-05  0.1655E-04  0.4728E-04  0.7827E-04      -1   0.189E-05   20.00
  74   -73.0000   -1365.713 0.1179   0.6231E-05  0.1667E-04  0.3497E-04  0.9411E-04      -1   0.140E-05   20.00
  75   -74.0000   -1359.030 0.1180   0.6322E-05  0.1679E-04  0.3374E-04  0.7762E-04      -1   0.135E-05   20.00
  76   -75.0000   -1353.030 0.1181   0.6403E-05  0.1689E-04  0.2935E-04  0.6182E-04      -1   0.118E-05   20.00
  77   -76.0000   -1347.854 0.1182   0.6473E-05  0.1699E-04  0.2737E-04  0.5304E-04      -1   0.110E-05   20.00
  78   -77.0000   -1342.575 0.1183   0.6545E-05  0.1708E-04  0.1777E-04  0.6861E-05      -1   0.712E-06   20.00
  79   -78.0000   -1340.403 0.1183   0.6575E-05  0.1712E-04  0.9310E-05  0.2991E-04      -1   0.373E-06   20.00
  80   -79.0000   -1337.745 0.1184   0.6611E-05  0.1717E-04  0.9012E-05  0.1529E-04      -1   0.361E-06   20.00
  81   -80.0000   -1335.674 0.1184   0.6639E-05  0.1720E-04  0.5241E-05  0.9499E-05      -1   0.210E-06   20.00
  82   -81.0000   -1334.164 0.1184   0.6659E-05  0.1723E-04  0.2532E-05  0.9800E-05      -1   0.101E-06   20.00
  83   -82.0000   -1332.913 0.1185   0.6676E-05  0.1725E-04  0.1023E-05  0.1025E-04      -1   0.410E-07   20.00
  84   -83.0000   -1331.858 0.1185   0.6691E-05  0.1727E-04 -0.6085E-06  0.4059E-05      -1  -0.244E-07   20.00
  85   -84.0000   -1331.095 0.1185   0.6701E-05  0.1729E-04 -0.1853E-05  0.3908E-05      -1  -0.743E-07   20.00
  86   -85.0000   -1330.411 0.1185   0.6710E-05  0.1730E-04 -0.3088E-05  0.1260E-05      -1  -0.124E-06   20.00
  87   -86.0000   -1330.016 0.1185   0.6716E-05  0.1731E-04 -0.4274E-05  0.2075E-05      -1  -0.171E-06   20.00
  88   -87.0000   -1329.684 0.1185   0.6720E-05  0.1731E-04 -0.4475E-05  0.2038E-05      -1  -0.179E-06   20.00
  89   -88.0000   -1329.347 0.1185   0.6725E-05  0.1732E-04 -0.5093E-05  0.0000E+00      -1  -0.204E-06   20.00
  90   -89.0000   -1329.198 0.1185   0.6727E-05  0.1732E-04 -0.5644E-05  0.1960E-05      -1  -0.226E-06   20.00
  91   -90.0000   -1329.025 0.1185   0.6729E-05  0.1732E-04 -0.5725E-05  0.8739E-06      -1  -0.229E-06   20.00
  92   -91.0000   -1328.900 0.1185   0.6731E-05  0.1733E-04 -0.5960E-05  0.8586E-06      -1  -0.239E-06   20.00
  93   -92.0000   -1328.796 0.1185   0.6732E-05  0.1733E-04 -0.6326E-05  0.0000E+00      -1  -0.253E-06   20.00
  94   -93.0000   -1328.779 0.1185   0.6733E-05  0.1733E-04 -0.6553E-05  0.8643E-06      -1  -0.263E-06   20.00
  95   -94.0000   -1328.743 0.1185   0.6733E-05  0.1733E-04 -0.6436E-05  0.8311E-06      -1  -0.258E-06   20.00
  96   -95.0000   -1328.691 0.1185   0.6734E-05  0.1733E-04 -0.6551E-05  0.0000E+00      -1  -0.262E-06   20.00
  97   -96.0000   -1328.688 0.1185   0.6734E-05  0.1733E-04 -0.6732E-05  0.0000E+00      -1  -0.270E-06   20.00
  98   -97.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6739E-05  0.0000E+00      -1  -0.270E-06   20.00
  99   -98.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6733E-05  0.0000E+00      -1  -0.270E-06   20.00
 100   -99.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6734E-05  0.0000E+00      -1  -0.270E-06   20.00
 101  -100.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6734E-05  0.0000E+00      -1  -0.270E-06   20.00
end


 Time:        0.5833


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.9570E-02  0.1276E-02      -1  -0.383E-03   20.00
   2    -1.0000   -3918.678 0.1000   0.1605E-06  0.3156E-05 -0.4812E-02  0.8953E-02      -1  -0.193E-03   20.00
   3    -2.0000  -12382.092 0.0896   0.3165E-08  0.5229E-06 -0.3476E-03  0.1231E-02      -1  -0.139E-04   20.00
   4    -3.0000  -13324.714 0.0891   0.2466E-08  0.4663E-06 -0.1282E-05  0.4443E-03      -1  -0.514E-07   20.00
   5    -4.0000  -13286.034 0.0891   0.2491E-08  0.4685E-06  0.3631E-07  0.4309E-03      -1   0.145E-08   20.00
   6    -5.0000  -13293.384 0.0891   0.2486E-08  0.4680E-06  0.1714E-06  0.4278E-03      -1   0.687E-08   20.00
   7    -6.0000  -13148.841 0.0892   0.2580E-08  0.4761E-06  0.4413E-07  0.3303E-03      -1   0.177E-08   20.00
   8    -7.0000  -13256.030 0.0891   0.2510E-08  0.4701E-06 -0.1141E-06  0.4172E-03      -1  -0.457E-08   20.00
   9    -8.0000  -13236.263 0.0891   0.2523E-08  0.4712E-06  0.1968E-07  0.4063E-03      -1   0.788E-09   20.00
  10    -9.0000  -13238.385 0.0891   0.2522E-08  0.4711E-06  0.1984E-06  0.4068E-03      -1   0.795E-08   20.00
  11   -10.0000  -13080.205 0.0892   0.2627E-08  0.4800E-06  0.1642E-06  0.2476E-03      -1   0.658E-08   20.00
  12   -11.0000  -13108.338 0.0892   0.2608E-08  0.4784E-06 -0.5280E-07  0.2865E-03      -1  -0.212E-08   20.00
  13   -12.0000  -13118.610 0.0892   0.2601E-08  0.4778E-06 -0.2749E-08  0.3024E-03      -1  -0.110E-09   20.00
  14   -13.0000  -13108.449 0.0892   0.2608E-08  0.4784E-06 -0.3579E-08  0.2890E-03      -1  -0.143E-09   20.00
  15   -14.0000  -13119.360 0.0892   0.2600E-08  0.4778E-06 -0.4788E-07  0.3039E-03      -1  -0.192E-08   20.00
  16   -15.0000  -13143.340 0.0892   0.2584E-08  0.4764E-06  0.1507E-07  0.3331E-03      -1   0.604E-09   20.00
  17   -16.0000  -13105.797 0.0892   0.2609E-08  0.4785E-06  0.3961E-07  0.2896E-03      -1   0.159E-08   20.00
  18   -17.0000  -13110.808 0.0892   0.2606E-08  0.4783E-06 -0.1662E-07  0.2988E-03      -1  -0.666E-09   20.00
  19   -18.0000  -13116.554 0.0892   0.2602E-08  0.4779E-06  0.7050E-07  0.3057E-03      -1   0.282E-08   20.00
  20   -19.0000  -13055.104 0.0892   0.2644E-08  0.4814E-06  0.9273E-07  0.2156E-03      -1   0.371E-08   20.00
  21   -20.0000  -13043.947 0.0892   0.2652E-08  0.4821E-06 -0.3439E-07  0.1987E-03      -1  -0.138E-08   20.00
  22   -21.0000  -13079.196 0.0892   0.2627E-08  0.4801E-06 -0.1367E-07  0.2596E-03      -1  -0.548E-09   20.00
  23   -22.0000  -13052.274 0.0892   0.2646E-08  0.4816E-06  0.4723E-07  0.2371E-03      -1   0.189E-08   20.00
  24   -23.0000  -13041.417 0.0892   0.2653E-08  0.4822E-06  0.1963E-06  0.2263E-03      -1   0.787E-08   20.00
  25   -24.0000  -12904.749 0.0893   0.2750E-08  0.4902E-06  0.3760E-07  0.2084E-03      -1   0.151E-08   20.00
  26   -25.0000  -13011.164 0.0892   0.2674E-08  0.4840E-06 -0.1021E-06  0.1953E-03      -1  -0.409E-08   20.00
  27   -26.0000  -12977.749 0.0893   0.2698E-08  0.4859E-06  0.6140E-06  0.2420E-03      -1   0.246E-07   20.00
  28   -27.0000  -12576.433 0.0895   0.3002E-08  0.5103E-06  0.1002E-06  0.2628E-03      -1   0.401E-08   20.00
  29   -28.0000  -12902.348 0.0893   0.2752E-08  0.4904E-06 -0.6583E-06  0.2153E-03      -1  -0.264E-07   20.00
  30   -29.0000  -13040.472 0.0892   0.2654E-08  0.4823E-06  0.2164E-06  0.2665E-03      -1   0.867E-08   20.00
  31   -30.0000  -12746.536 0.0894   0.2868E-08  0.4997E-06  0.1626E-05  0.2806E-03      -1   0.651E-07   20.00
  32   -31.0000  -11982.956 0.0898   0.3538E-08  0.5503E-06  0.3751E-05  0.3142E-03      -1   0.150E-06   20.00
  33   -32.0000  -10801.619 0.0905   0.5035E-08  0.6470E-06  0.4069E-06  0.5429E-03      -1   0.163E-07   20.00
  34   -33.0000  -11765.546 0.0899   0.3765E-08  0.5662E-06 -0.2422E-05  0.4667E-03      -1  -0.970E-07   20.00
  35   -34.0000  -11926.910 0.0898   0.3595E-08  0.5543E-06  0.9495E-05  0.5120E-03      -1   0.380E-06   20.00
  36   -35.0000   -9064.933 0.0918   0.1010E-07  0.8735E-06  0.1707E-04  0.7353E-03      -1   0.684E-06   20.00
  37   -36.0000   -7893.068 0.0929   0.1477E-07  0.1058E-05  0.1047E-04  0.8373E-03      -1   0.419E-06   20.00
  38   -37.0000   -7511.954 0.0934   0.1880E-07  0.1164E-05  0.3053E-04  0.1133E-02      -1   0.122E-05   20.00
  39   -38.0000   -5812.146 0.0958   0.4559E-07  0.1744E-05  0.5371E-04  0.1417E-02      -1   0.215E-05   20.00
  40   -39.0000   -4929.457 0.0974   0.7405E-07  0.2210E-05  0.3865E-04  0.1206E-02      -1   0.155E-05   20.00
  41   -40.0000   -4642.272 0.0981   0.9754E-07  0.2473E-05  0.3977E-04  0.1358E-02      -1   0.159E-05   20.00
  42   -41.0000   -4170.590 0.0994   0.1361E-06  0.2906E-05  0.1198E-04  0.1037E-02      -1   0.480E-06   20.00
  43   -42.0000   -4415.613 0.0987   0.1161E-06  0.2681E-05  0.3519E-04  0.1303E-02      -1   0.141E-05   20.00
  44   -43.0000   -3764.029 0.1006   0.1957E-06  0.3413E-05  0.1025E-03  0.1203E-02      -1   0.411E-05   20.00
  45   -44.0000   -3338.447 0.1022   0.2925E-06  0.4120E-05  0.8171E-04  0.1141E-02      -1   0.327E-05   20.00
  46   -45.0000   -3147.261 0.1029   0.3361E-06  0.4438E-05 -0.1504E-04  0.9225E-03      -1  -0.602E-06   20.00
  47   -46.0000   -3443.434 0.1018   0.2686E-06  0.3946E-05  0.3613E-04  0.1516E-02      -1   0.145E-05   20.00
  48   -47.0000   -2980.334 0.1038   0.4330E-06  0.4912E-05  0.1297E-03  0.1122E-02      -1   0.520E-05   20.00
  49   -48.0000   -2782.901 0.1048   0.5580E-06  0.5507E-05  0.7885E-04  0.1037E-02      -1   0.316E-05   20.00
  50   -49.0000   -2679.686 0.1054   0.6233E-06  0.5818E-05  0.1681E-03  0.1408E-02      -1   0.674E-05   20.00
  51   -50.0000   -2337.993 0.1075   0.9963E-06  0.7188E-05  0.2472E-03  0.9998E-03      -1   0.990E-05   20.00
  52   -51.0000   -2149.058 0.1090   0.1329E-05  0.8220E-05  0.9872E-04  0.5818E-03      -1   0.396E-05   20.00
  53   -52.0000   -2164.049 0.1089   0.1302E-05  0.8138E-05  0.6763E-04  0.1154E-02      -1   0.271E-05   20.00
  54   -53.0000   -2051.530 0.1097   0.1500E-05  0.8752E-05  0.1385E-03  0.8407E-03      -1   0.555E-05   20.00
  55   -54.0000   -1973.632 0.1103   0.1638E-05  0.9178E-05  0.4580E-04  0.6516E-03      -1   0.184E-05   20.00
  56   -55.0000   -1990.532 0.1102   0.1608E-05  0.9085E-05  0.1634E-03  0.1371E-02      -1   0.654E-05   20.00
  57   -56.0000   -1811.819 0.1121   0.2396E-05  0.1073E-04  0.2873E-03  0.5091E-03      -1   0.115E-04   20.00
  58   -57.0000   -1726.764 0.1130   0.2812E-05  0.1157E-04  0.1944E-03  0.4634E-03      -1   0.779E-05   20.00
  59   -58.0000   -1668.245 0.1137   0.3098E-05  0.1215E-04  0.1743E-03  0.4817E-03      -1   0.698E-05   20.00
  60   -59.0000   -1612.026 0.1143   0.3373E-05  0.1271E-04  0.1513E-03  0.3797E-03      -1   0.606E-05   20.00
  61   -60.0000   -1575.224 0.1147   0.3553E-05  0.1307E-04  0.1030E-03  0.3794E-03      -1   0.413E-05   20.00
  62   -61.0000   -1551.630 0.1150   0.3704E-05  0.1334E-04  0.1168E-03  0.5240E-03      -1   0.468E-05   20.00
  63   -62.0000   -1512.443 0.1156   0.4237E-05  0.1404E-04  0.9131E-04  0.2151E-03      -1   0.366E-05   20.00
  64   -63.0000   -1504.221 0.1157   0.4348E-05  0.1419E-04  0.3312E-04  0.3479E-03      -1   0.133E-05   20.00
  65   -64.0000   -1495.228 0.1159   0.4471E-05  0.1435E-04  0.3241E-04  0.3795E-03      -1   0.130E-05   20.00
  66   -65.0000   -1487.689 0.1160   0.4573E-05  0.1448E-04  0.7648E-04  0.5223E-03      -1   0.306E-05   20.00
  67   -66.0000   -1460.744 0.1164   0.4939E-05  0.1496E-04  0.7648E-04  0.2834E-03      -1   0.306E-05   20.00
  68   -67.0000   -1453.814 0.1165   0.5033E-05  0.1509E-04  0.8822E-04  0.5019E-03      -1   0.353E-05   20.00
  69   -68.0000   -1424.735 0.1170   0.5429E-05  0.1561E-04  0.1253E-03  0.2387E-03      -1   0.502E-05   20.00
  70   -69.0000   -1405.071 0.1173   0.5696E-05  0.1596E-04  0.7511E-04  0.1452E-03      -1   0.301E-05   20.00
  71   -70.0000   -1396.012 0.1175   0.5819E-05  0.1612E-04  0.5688E-04  0.2033E-03      -1   0.228E-05   20.00
  72   -71.0000   -1383.602 0.1176   0.5988E-05  0.1635E-04  0.6422E-04  0.1383E-03      -1   0.257E-05   20.00
  73   -72.0000   -1372.526 0.1178   0.6138E-05  0.1654E-04  0.4777E-04  0.7174E-04      -1   0.191E-05   20.00
  74   -73.0000   -1365.955 0.1179   0.6227E-05  0.1666E-04  0.3514E-04  0.8627E-04      -1   0.141E-05   20.00
  75   -74.0000   -1359.242 0.1180   0.6319E-05  0.1678E-04  0.3394E-04  0.7116E-04      -1   0.136E-05   20.00
